up,8,queueSize,0
Timestamp,1739382580643,Group,9,activeThreads,98
Timestamp,1739382580643,Group,9,completedThreads,112
Timestamp,1739382580643,Group,9,queueSize,0
Timestamp,1739382580643,Group,1,activeThreads,98
Timestamp,1739382580643,Group,1,completedThreads,112
Timestamp,1739382580643,Group,1,queueSize,0
Timestamp,1739382580643,Group,0,completedThreads,112
Timestamp,1739382580643,Group,0,queueSize,0
Timestamp,1739382580643,Group,5,activeThreads,98
Timestamp,1739382580643,Group,5,completedThreads,112
Timestamp,1739382580644,Group,5,queueSize,0
Timestamp,1739382580644,Group,5,activeThreads,98
Timestamp,1739382580644,Group,5,completedThreads,112
Timestamp,1739382580644,Group,5,queueSize,0
Timestamp,1739382580644,Group,1,activeThreads,98
Timestamp,1739382580644,Group,1,completedThreads,112
Timestamp,1739382580644,Group,1,queueSize,0
Timestamp,1739382580644,Group,7,activeThreads,98
Timestamp,1739382580644,Group,7,completedThreads,112
Timestamp,1739382580644,Group,7,queueSize,0
Timestamp,1739382580643,Group,3,activeThreads,98
Timestamp,1739382580644,Group,3,completedThreads,112
Timestamp,1739382580644,Group,3,queueSize,0
Timestamp,1739382580644,Group,0,activeThreads,98
Timestamp,1739382580644,Group,0,completedThreads,112
Timestamp,1739382580644,Group,0,queueSize,0
Timestamp,1739382580643,Group,7,activeThreads,98
Timestamp,1739382580644,Group,7,completedThreads,112
Timestamp,1739382580644,Group,7,queueSize,0
Timestamp,1739382580643,Group,8,activeThreads,98
Timestamp,1739382580644,Group,8,completedThreads,112
Timestamp,1739382580644,Group,8,queueSize,0
Timestamp,1739382580643,Group,8,completedThreads,112
Timestamp,1739382580644,Group,8,queueSize,0
Timestamp,1739382580643,Group,5,activeThreads,98
Timestamp,1739382580644,Group,5,completedThreads,112
Timestamp,1739382580644,Group,5,queueSize,0
Timestamp,1739382580643,Group,7,activeThreads,98
Timestamp,1739382580644,Group,7,completedThreads,112
Timestamp,1739382580644,Group,7,queueSize,0
Timestamp,1739382580643,Group,2,completedThreads,112
Timestamp,1739382580644,Group,2,queueSize,0
Timestamp,1739382580644,Group,9,activeThreads,98
Timestamp,1739382580644,Group,9,completedThreads,112
Timestamp,1739382580644,Group,9,queueSize,0
Timestamp,1739382580643,Group,1,completedThreads,112
Timestamp,1739382580644,Group,1,queueSize,0
Timestamp,1739382580661,Group,9,activeThreads,98
Timestamp,1739382580661,Group,9,activeThreads,98
Timestamp,1739382580661,Group,9,completedThreads,112
Timestamp,1739382580661,Group,9,queueSize,0
Timestamp,1739382580661,Group,9,completedThreads,112
Timestamp,1739382580661,Group,9,queueSize,0
Timestamp,1739382580662,Group,1,activeThreads,98
Timestamp,1739382580662,Group,1,completedThreads,112
Timestamp,1739382580662,Group,1,queueSize,0
Timestamp,1739382580662,Group,8,activeThreads,98
Timestamp,1739382580662,Group,8,completedThreads,112
Timestamp,1739382580662,Group,8,queueSize,0
Timestamp,1739382580662,Group,3,activeThreads,98
Timestamp,1739382580662,Group,3,completedThreads,112
Timestamp,1739382580662,Group,3,queueSize,0
Timestamp,1739382580662,Group,8,activeThreads,98
Timestamp,1739382580662,Group,8,completedThreads,112
Timestamp,1739382580662,Group,8,queueSize,0
Timestamp,1739382580662,Group,0,activeThreads,98
Timestamp,1739382580662,Group,0,completedThreads,112
Timestamp,1739382580662,Group,0,queueSize,0
Timestamp,1739382580662,Group,6,activeThreads,98
Timestamp,1739382580662,Group,6,completedThreads,112
Timestamp,1739382580662,Group,6,queueSize,0
Timestamp,1739382580662,Group,8,activeThreads,98
Timestamp,1739382580662,Group,8,completedThreads,112
Timestamp,1739382580662,Group,8,queueSize,0
Timestamp,1739382580662,Group,2,activeThreads,98
Timestamp,1739382580662,Group,9,activeThreads,98
Timestamp,1739382580662,Group,2,activeThreads,98
Timestamp,1739382580662,Group,2,completedThreads,112
Timestamp,1739382580662,Group,2,queueSize,0
Timestamp,1739382580662,Group,2,completedThreads,112
Timestamp,1739382580663,Group,2,queueSize,0
Timestamp,1739382580662,Group,1,activeThreads,98
Timestamp,1739382580663,Group,1,completedThreads,112
Timestamp,1739382580663,Group,1,queueSize,0
Timestamp,1739382580662,Group,9,completedThreads,112
Timestamp,1739382580663,Group,9,queueSize,0
Timestamp,1739382580663,Group,4,activeThreads,98
Timestamp,1739382580663,Group,4,completedThreads,112
Timestamp,1739382580663,Group,4,queueSize,0
Timestamp,1739382580663,Group,4,activeThreads,98
Timestamp,1739382580663,Group,4,completedThreads,112
Timestamp,1739382580663,Group,4,queueSize,0
Timestamp,1739382580672,Group,0,activeThreads,98
Timestamp,1739382580672,Group,0,completedThreads,112
Timestamp,1739382580672,Group,0,queueSize,0
Timestamp,1739382580674,Group,6,activeThreads,98
Timestamp,1739382580674,Group,6,completedThreads,112
Timestamp,1739382580674,Group,6,queueSize,0
Timestamp,1739382580674,Group,7,activeThreads,98
Timestamp,1739382580674,Group,7,completedThreads,112
Timestamp,1739382580674,Group,7,queueSize,0
Timestamp,1739382580674,Group,5,activeThreads,98
Timestamp,1739382580674,Group,5,completedThreads,112
Timestamp,1739382580674,Group,5,queueSize,0
Timestamp,1739382580675,Group,5,activeThreads,98
Timestamp,1739382580675,Group,5,completedThreads,112
Timestamp,1739382580675,Group,5,queueSize,0
Timestamp,1739382580675,Group,8,activeThreads,98
Timestamp,1739382580675,Group,8,completedThreads,112
Timestamp,1739382580675,Group,8,queueSize,0
Timestamp,1739382580675,Group,6,activeThreads,98
Timestamp,1739382580675,Group,6,completedThreads,112
Timestamp,1739382580675,Group,6,queueSize,0
Timestamp,1739382580677,Group,6,activeThreads,98
Timestamp,1739382580677,Group,6,completedThreads,112
Timestamp,1739382580677,Group,6,queueSize,0
Timestamp,1739382580677,Group,2,activeThreads,98
Timestamp,1739382580677,Group,3,activeThreads,98
Timestamp,1739382580677,Group,3,completedThreads,112
Timestamp,1739382580677,Group,3,queueSize,0
Timestamp,1739382580677,Group,1,activeThreads,98
Timestamp,1739382580677,Group,1,completedThreads,112
Timestamp,1739382580677,Group,1,queueSize,0
Timestamp,1739382580677,Group,2,completedThreads,112
Timestamp,1739382580677,Group,2,queueSize,0
Timestamp,1739382580679,Group,9,activeThreads,98
Timestamp,1739382580679,Group,9,completedThreads,112
Timestamp,1739382580679,Group,9,queueSize,0
Timestamp,1739382580679,Group,0,activeThreads,98
Timestamp,1739382580679,Group,0,completedThreads,112
Timestamp,1739382580679,Group,0,queueSize,0
